word,node-label
(กรณี - VERB),neg
(ขยะแขยง - ADJ),neg
(มลพิษ - ADJ),neg
(กมลาดัง - VERB),neg
(hawkers - VERB),neg
(เฉียง - ADV),neg
(raybans - VERB),neg
(บันเทิงทาง - VERB),neg
(โบย - VERB),neg
(เด็ก - VERB),neg
(อ้าง - ADJ),neg
(คีรีสอร์ทแอนด์สปา - VERB),neg
(ครอก - ADJ),neg
(hypedi - VERB),neg
(เร่ร่อน - VERB),neg
(กุ้ง - VERB),neg
(ชอบ - ADJ),neg
(จั่น - VERB),neg
(สลัว - VERB),neg
(กะตะแทน - VERB),neg
(ใส่ใจ - VERB),neg
(ล้มเหลว - VERB),neg
(ไหล - VERB),neg
(เชื่อมโยง - VERB),neg
(นอกพัฒน์พงษ์ - VERB),neg
(สุเหร่า - VERB),neg
(ตะโกน - ADJ),neg
(พาล - ADJ),neg
(บาร์สาว - ADJ),neg
(สังสรรค์ - ADV),neg
(เทศบาล - VERB),neg
(กลัว - VERB),neg
(ตากอากาศ - VERB),neg
(แปลกหน้า - ADJ),neg
(เลียน - VERB),neg
(มอเตอร์ไซค์ - VERB),neg
(แถบ - VERB),neg
(เผย - VERB),neg
(แม่ขาย - VERB),neg
(รุนแรง - ADJ),neg
(อ่าน - ADJ),neg
(ออนไลน์ - ADJ),neg
(ละอาย - VERB),neg
(ดูดี - VERB),neg
(อายุ - ADJ),neg
(หยิบ - VERB),neg
(ผลัก - VERB),neg
(กะตะ - VERB),neg
(เยี่ยมชมชายหาด - VERB),neg
(ตำรวจ - ADJ),neg
(หมอ - ADJ),neg
(มืด - VERB),neg
(หลอด - VERB),neg
(เปล่า - VERB),neg
(ยื่น - VERB),neg
(เกลียดชัง - ADJ),neg
(เจ็ตส์ - VERB),neg
(ฟอรัม - VERB),neg
(ขโมย - ADJ),neg
(ตั้งใจ - VERB),neg
(ผลิตภัณฑ์ - VERB),neg
(หนุ่มสาว - ADJ),neg
(รำคาญ - ADJ),neg
(อนุรักษ์นิยม - VERB),neg
(แคบ - ADJ),neg
(หาดไกล - ADJ),neg
(marjory - ADJ),neg
(ใช้จ่าย - ADV),neg
(เคลื่อนไหว - VERB),neg
(สี - VERB),neg
(พัก - ADJ),neg
(เจ็บป่วย - VERB),neg
(เปรอะเปื้อน - ADJ),neg
(ควาน - VERB),neg
(บรรยาย - VERB),neg
(ยุก - VERB),neg
(วิวดี - VERB),neg
(เคาะ - VERB),neg
(ตุ๊กตุ๊กวิ่ง - ADV),neg
(นึก - VERB),neg
(อ่าวป่า - ADJ),neg
(ผลัก - ADJ),neg
(กะตะน้อย - ADJ),neg
(เหนื่อย - VERB),neg
(บัส - VERB),neg
(banlga - VERB),neg
(ปานกลาง - ADJ),neg
(เกาะภูเก็ต - VERB),neg
(ตี - VERB),neg
(สิ่งของ - ADJ),neg
(เคารพ - VERB),neg
(กรัม - VERB),neg
(โอเวอร์คลาวด์ - ADJ),neg
(โลภ - ADJ),neg
(ก็ใส - VERB),neg
(ต่อสู้ - ADJ),neg
(ทรยศ - ADJ),neg
(เอย - VERB),neg
(beahc - VERB),neg
(มืด - ADV),neg
(หาย - ADJ),neg
(ยา - ADJ),neg
(แอบ - VERB),neg
(ปิดกั้น - VERB),neg
(dryreaching - VERB),neg
(กระทะ - VERB),neg
(คุณข้าม - VERB),neg
(สุดท้าย - ADV),neg
(ฉวัดเฉวียน - VERB),neg
(ยุ่งยาก - ADJ),neg
(ถี่ - VERB),neg
(เจส - VERB),neg
(โด่งดัง - VERB),neg
(กะตะ - ADJ),neg
(ฝน - VERB),neg
(เจรจา - VERB),neg
(คุม - VERB),neg
(กะตะคุณ - VERB),neg
(tempreture - ADJ),neg
(กระตุ้น - VERB),neg
(ติดเมนู - VERB),neg
(มุ่งหน้า - ADV),neg
(ทราบ - ADV),neg
(เสียดาย - ADJ),neg
(กฎระเบียบ - VERB),neg
(โหลด - ADJ),neg
(สถาน - ADV),neg
(แออัดเมือง - ADJ),neg
(ขวด - VERB),neg
(คำนึง - VERB),neg
(ฟัน - ADJ),neg
(เกาะเต่า - ADJ),neg
(เกาะพะงัน - VERB),neg
(ฆ่า - VERB),neg
(jetski - ADV),neg
(เรื่องราว - ADV),neg
(จบ - ADJ),neg
(เร่งเร้าขาย - VERB),neg
(ป่า - ADV),neg
(กีดขวาง - VERB),neg
(เย็น - ADV),neg
(เหมือน - VERB),neg
(เน่า - VERB),neg
(ระงับ - VERB),neg
(หน่วย - VERB),neg
(ghos - VERB),neg
(กะตะกะ - VERB),neg
(pong - VERB),neg
(เสรี - ADJ),neg
(เรียง - VERB),neg
(ถนนไทย - VERB),neg
(เก้าอี้ - ADJ),neg
(ตุ๋น - ADV),neg
(หลง - VERB),neg
( น่า - VERB),neg
(โยน - VERB),neg
(ครอง - VERB),neg
(เซ็กส์ - VERB),neg
(ฉุด - ADJ),neg
(รีบ - VERB),neg
(แทน - ADV),neg
(ถักเปีย - VERB),neg
(แพร่หลาย - VERB),neg
(สงสัย - VERB),neg
(คลั่งไคล้ - ADJ),neg
(สนอร์กเกิล - VERB),neg
(มืดมน - VERB),neg
(สิ้นเชิง - VERB),neg
(กะตะราไวย์ - VERB),neg
(ล้นหลาม - VERB),neg
(ยากมาก - ADJ),neg
(คุณขาย - VERB),neg
(กว้างใหญ่ - ADJ),neg
(ศึกษา - VERB),neg
(ราคา - ADV),neg
(สะท้อน - VERB),neg
(เดา - VERB),neg
(บาร์ - ADJ),neg
(ระเบียบ - ADJ),neg
(ทางการ - ADJ),neg
(ก้าว - ADV),neg
(แทน - VERB),neg
(ดูถูก - VERB),neg
(paton - VERB),neg
(ตกตะลึง - VERB),neg
(ยึดครอง - ADJ),neg
(วิถีทาง - VERB),neg
(อับอาย - VERB),neg
(เสน่ห์ - ADV),neg
(ประเทศอังกฤษ - ADV),neg
(จังหวัดอื่น - ADV),neg
(สิ้นสุด - ADJ),neg
(costa - VERB),neg
(boatsthis - VERB),neg
(เยี่ยมชมเชียงใหม่ - ADJ),neg
(มุมมอง - ADV),neg
(เรี่ยวแรง - ADJ),neg
(รู้ - ADJ),neg
(สิ้นเชิง - ADJ),neg
(แพคเกจ - ADJ),neg
(ผลิต - VERB),neg
(ซื้อ - ADJ),neg
(เฉียง - VERB),neg
(ลิฟท์ - ADV),neg
(ต่อเมื่อ - VERB),neg
(กูตาชาย - VERB),neg
(ติด - ADV),neg
(โสโครกสกปรก - VERB),neg
(สัญญาณ - VERB),neg
(การเจ็ทสกี - VERB),neg
(โรงแรมสะอาด - ADJ),neg
(ซ่อน - VERB),neg
(กี่ - ADV),neg
(งี่เง่า - ADJ),neg
(ยัดเยียด - VERB),neg
(อึ - ADJ),neg
(คูตาบาหลีสวรรค์ - VERB),neg
(กลยุทธ์ - VERB),neg
(ผยอง - ADJ),neg
(เกาะสมุย - VERB),neg
(จู้จี้ - VERB),neg
(รถ - VERB),neg
(ซื่อสัตย์ - ADV),neg
(ไตรตรัง - VERB),neg
(ทั่วไป - VERB),neg
(ถังขยะ - VERB),neg
(ย้อม - ADJ),neg
(โง่ - ADJ),neg
(ค่ำ - VERB),neg
(ครู่ - VERB),neg
(บรรจุ - VERB),neg
(แออัดยัดเยียด - ADJ),neg
(คายัค - VERB),neg
(เสื่อม - VERB),neg
(อิ่ม - VERB),neg
(คาเฟ่บน - VERB),neg
(คุณเหม็น - ADJ),neg
(เงียบกว่า - ADV),neg
(เคารพ - ADV),neg
(เทา - ADJ),neg
(ยืน - ADJ),neg
(คุณกำลัง - VERB),neg
(จรจัด - VERB),neg
(แปลกใหม่ - ADJ),neg
(ยานยนต์ - VERB),neg
(โทรม - ADJ),neg
(เช้า - VERB),neg
(karon - VERB),neg
(หรูหรา - ADJ),neg
(สมูทตี้ - VERB),neg
(แย่ - ADV),neg
(ถูกใจ - VERB),neg
(เลี้ยง - VERB),neg
(ต่อกร - VERB),neg
(เดิม - ADV),neg
(ยืด - VERB),neg
(ลุย - VERB),neg
(ที่นี่ - ADJ),neg
(พยาน - VERB),neg
(เจ็ตสกีนั้น - ADV),neg
(แปลกใจ - VERB),neg
(หลบ - ADJ),neg
(ค้าจังซีลอน - VERB),neg
(ยัดเยียด - ADJ),neg
(ลาดตระเวน - VERB),neg
(สิ้นสุด - ADV),neg
(โอเค - VERB),neg
(คุณกำลัง - ADJ),neg
(สุนัข - VERB),neg
(มอเตอร์ไซด์ - ADJ),neg
(ตะปบ - VERB),neg
(เขียว - ADJ),neg
(อุจจาระ - ADJ),neg
(กวน - VERB),neg
(สกปรก - ADJ),neg
(ปลาตาย - VERB),neg
(ด่าง - VERB),neg
(ชายหาด - VERB),neg
(ลอง - ADV),neg
(พักผ่อนหย่อนใจ - VERB),neg
(ขยะ - VERB),neg
(โผล่ - VERB),neg
(รู้ - VERB),neg
(เยิ้ม - VERB),neg
(เหล้า - VERB),neg
(ประอยู่ - VERB),neg
(ปลุก - VERB),neg
(ลูสหรือ - ADV),neg
(จุดประสงค์ - VERB),neg
(กลับกลาย - VERB),neg
(เต็มใจ - VERB),neg
(สาหร่าย - VERB),neg
(เหมา - VERB),neg
(ก้าวเท้า - VERB),neg
(บุหรี่ - VERB),neg
(สวน - VERB),neg
(รั่ว - ADJ),neg
(youtube - VERB),neg
(โปรโมต - ADJ),neg
(สับสน - VERB),neg
(ลืม - ADV),neg
(อิ่มตัว - ADJ),neg
(กระชับ - VERB),neg
(เล่นเจ็ตสกี - VERB),neg
(magaluf - VERB),neg
(เหนื่อย - ADV),neg
(ปัจจัย - VERB),neg
(ผับ - VERB),neg
(เร่งเร้า - VERB),neg
(อัด - VERB),neg
(คุณคุณ - ADJ),neg
(ผสม - VERB),neg
(ตรงกันข้าม - ADJ),neg
(จืด - ADJ),neg
(สาธารณะ - VERB),neg
(เตรียม - VERB),neg
(เพ้อ - ADJ),neg
(โอ้อวด - VERB),neg
(จราจร - VERB),neg
(parasail - VERB),neg
(ประเทศไทย - VERB),neg
(คุณสนใจ - VERB),neg
(ฝัน - VERB),neg
(สติ - VERB),neg
(รอด - VERB),neg
(กำแพง - VERB),neg
(เมฆ - VERB),neg
(กิน - ADV),neg
(เทา - VERB),neg
(ลอง - VERB),neg
(รบกวน - VERB),neg
(เกรงใจ - VERB),neg
(torquise - VERB),neg
(อันตราย - VERB),neg
(คุ้นเคย - VERB),neg
(สั่ง - VERB),neg
(แยกแยะ - VERB),neg
(อุบัติเหตุ - ADJ),neg
(sharm - VERB),neg
(ตลก - ADJ),neg
(พยาบาล - VERB),neg
(กล - VERB),neg
(ลุก - VERB),neg
(เหลือทิ้ง - VERB),neg
(ปิง - VERB),neg
(จักร - VERB),neg
(สนุกสนาน - VERB),neg
(ถนนพัฒน์พงศ์ - VERB),neg
(สูบ - VERB),neg
(กมลาแหลม - VERB),neg
(สเปน - VERB),neg
(ลา - VERB),neg
(สแกน - VERB),neg
(กมลาซัน - VERB),neg
(ปรก - VERB),neg
(เสน่ห์ - ADJ),neg
(ตุ๊กตุ๊กขั้น - ADJ),neg
(แนะนำ - ADJ),neg
(ไฮซีซั่น - VERB),neg
(ยกเว้น - VERB),neg
(หาดกะรน - ADJ),neg
(กะตะทาง - VERB),neg
(ตองแทน - VERB),neg
(ตรงไปตรงมา - VERB),neg
(หลีกเลี่ยง - ADV),neg
(ลอก - VERB),neg
(คุณขาด - VERB),neg
(เจ็บปวด - VERB),neg
(นิสัย - VERB),neg
(คุณป่า - VERB),neg
(แก้ตัว - VERB),neg
(บิน - VERB),neg
(ระเบียบ - VERB),neg
(ล้า - ADJ),neg
(สว่าง - VERB),neg
(ทำร้าย - ADJ),neg
(แข็งแรง - ADJ),neg
(เสมอ - VERB),neg
(ขอโทษ - VERB),neg
(วิจารณ์ - VERB),neg
(โฟม - VERB),neg
(ดูแอ - VERB),neg
(ละอาย - ADV),neg
(สองสาม - VERB),neg
(ไปด้วย - ADV),neg
(กรุณา - VERB),neg
(เสพ - ADJ),neg
(กรีซ - VERB),neg
(อุทยาน - ADJ),neg
(คลอง - VERB),neg
(กลาย - VERB),neg
(ทั่วไป - ADJ),neg
(ปาลา - VERB),neg
(แวบ - VERB),neg
(ยุ่งเกิน - ADV),neg
(เจ็ตสกี - VERB),neg
(กระตือรือร้น - VERB),neg
(เฮนน่า - VERB),neg
(หน้า - ADJ),neg
(กมลาหาดกะรน - VERB),neg
(ทิศ - ADV),neg
(ปาก - VERB),neg
(ต่อย - ADV),neg
(เกษียณ - VERB),neg
(ป่า - VERB),neg
(แนวโน้ม - VERB),neg
(ล็อค - VERB),neg
(คู่ - ADJ),neg
(disbeliever - ADJ),neg
(ยืน - ADV),neg
(หาบ - ADJ),neg
(sx - VERB),neg
(รวย - VERB),neg
(หมวก - ADJ),neg
(เจ็ตสกีหลอกลวง - ADJ),neg
(ขาดแคลน - VERB),neg
(ซื่อสัตย์สุจริต - VERB),neg
(กะเหรี่ยง - VERB),neg
(โอกาส - ADJ),neg
(ยาห์บาห์ - VERB),neg
(ป่าเถื่อน - VERB),neg
(phuketremember - ADV),neg
(คุณแท็กซี่ - VERB),neg
(ยั่งยืน - VERB),neg
(เสียหาย - ADJ),neg
(dopers - VERB),neg
(กั้น - VERB),neg
(หวัง - ADJ),neg
(jetskies - ADJ),neg
(หาดกะตะน้อย - ADV),neg
(กัด - VERB),neg
(ขีด จำกัด - VERB),neg
(หาดกะรน - ADV),neg
(ทำลาย - ADV),neg
(เกียจ - VERB),neg
(กะตะหาดกะรน - VERB),neg
(btls - VERB),neg
(กระจาย - VERB),neg
(ปลอดโปร่ง - ADJ),neg
(จงใจ - VERB),neg
(ดึงดูด - VERB),neg
(กะตะหาดสวรรค์ - VERB),neg
(ซ้าย - VERB),neg
(อ่าวทาง - VERB),neg
(ครึกโครม - VERB),neg
(onit - VERB),neg
(ต่อต้าน - VERB),neg
(transportatio - VERB),neg
(suks - VERB),neg
(ตง - VERB),neg
(plesant - ADV),neg
(ประเด็น - VERB),neg
(ฉกฉวย - VERB),neg
(คุณนำ - VERB),neg
(katathe - VERB),neg
(moto - VERB),neg
(รสชาติ - VERB),neg
(เศร้า - ADJ),neg
(คุ้มครอง - VERB),neg
(การอน - VERB),neg
(ลูกน้อง - VERB),neg
(บริการ - ADV),neg
(อยู่แล้ว - ADV),neg
(สด - VERB),neg
(โบราเคย์ - ADV),neg
(สิ่งของ - VERB),neg
(ถนนร้อนแรง - ADJ),neg
(เจ้าของ - VERB),neg
(บันเทิง - VERB),neg
(ถนนบังกาลอร์ - VERB),neg
(หลีกเลี่ยง - VERB),neg
(เยี่ยม - ADJ),neg
(ยุ่งเหยิง - ADV),neg
(กลาง - VERB),neg
(จักรยาน - ADV),neg
(เริ่มต้น - ADV),neg
(ขัด - VERB),neg
(ทิศ - ADJ),neg
(หยาบคาย - ADJ),neg
(กระจัดกระจาย - VERB),neg
(อ้าง - VERB),neg
(การ จำกัด - VERB),neg
(ตาราง - VERB),neg
(อึกทึก - VERB),neg
(สลดใจ - VERB),neg
(ล่าง - ADJ),neg
(เกา - ADJ),neg
(etcsellers - ADJ),neg
(ตะวันออก - VERB),neg
(แทง - VERB),neg
(ชัดเจน - ADJ),neg
(hookers - ADJ),neg
(รู้สึก - VERB),neg
(แนะนำ - VERB),neg
(คึกคัก - ADJ),neg
(พอใจ - VERB),neg
(จำกัด - VERB),neg
(ตา - VERB),neg
(palma - VERB),neg
(คิดเห็น - VERB),neg
(สมบูรณ์ - VERB),neg
(จาน - VERB),neg
(เลวร้าย - VERB),neg
(รังเกียจ - VERB),neg
(หยุด - VERB),neg
(ครอบคลุม - VERB),neg
(คว่ำเรา - VERB),neg
(ฮันนีมูน - ADV),neg
(จ้างเจ็ทสกี - VERB),neg
(คีออส - VERB),neg
(ตัวแทน - VERB),neg
(หลอกลวง - ADJ),neg
(karon - ADJ),neg
(ผื่น - VERB),neg
(ทะเลเมดิเตอร์เรเนียน - VERB),neg
(โว - VERB),neg
(ร่อน - ADJ),neg
(kata - VERB),neg
(แขน - VERB),neg
(สาวประเภทสอง - ADV),neg
(คลองทาง - VERB),neg
(ทักทาย - VERB),neg
(pilage - VERB),neg
(กะตะและ - VERB),neg
(หาดบานา - ADJ),neg
(งดงาม - VERB),neg
(ยอดเยี่ยม - ADV),neg
(น่าน - VERB),neg
(บวก - VERB),neg
(เร่ - VERB),neg
(ท่องเที่ยว - VERB),neg
(รำคาญ - VERB),neg
(บ้า - VERB),neg
(โปรดปราน - VERB),neg
(ปฏิเสธ - VERB),neg
(คราม - VERB),neg
(มลพิษ - ADV),neg
(บ้านเต่า - ADV),neg
(หาดสุริง - ADJ),neg
(พัทยา - ADV),neg
(อุดหนุน - VERB),neg
(รอบ - ADV),neg
(กมลาสุรินทร์ - VERB),neg
(ตะน้อย - ADV),neg
(อพาร์ทเมนท์ - ADJ),neg
(lucikly - VERB),neg
(เลานจ์ - ADV),neg
(กลาง - ADV),neg
(กะรน - ADV),neg
(หาดกมลา - ADJ),neg
(รายละเอียด - ADJ),neg
(กระบี่ - ADV),neg
(jetskis - ADV),neg
(จับตาดู - VERB),neg
(อับอาย - ADJ),neg
(จ๊อกกิ้ง - VERB),neg
(หนี - VERB),neg
(ต่ำ - ADV),neg
(แดง - ADJ),neg
(พัฒนา - VERB),neg
(ต้อนรับ - VERB),neg
(ยกเลิก - VERB),neg
(ส่าย - VERB),neg
(สอน - VERB),neg
(ซื้อ - ADV),neg
(เก่า - ADJ),neg
(ประจำ - VERB),neg
(ร่ม - VERB),neg
(สรุป - VERB),neg
(โดยสาร - VERB),neg
(myther - ADV),neg
(fpr เฮนน่า - VERB),neg
(peacefullget - VERB),neg
(ปกครองป่า - VERB),neg
(เย็น - VERB),neg
(กระแส - VERB),neg
(พักผ่อน - VERB),neg
(รอ - VERB),neg
(สวรรค์ - VERB),neg
(คา - VERB),neg
(ไนท์ - VERB),neg
(ตื่นเต้น - VERB),neg
(มืด - ADJ),neg
(งาม - ADV),neg
(ต่อเนื่อง - VERB),neg
(เสียหาย - VERB),neg
(แทบ - ADV),neg
(เกี่ยว - VERB),neg
(ลึก - ADJ),neg
(เตือน - VERB),neg
(แผง - VERB),neg
(ตุ๊กตุ๊ก - VERB),neg
(เจอ - VERB),neg
(เพลิดเพลิน - VERB),neg
(ปริมาณ - VERB),neg
(หา - VERB),neg
(กีฬาทาง - VERB),neg
(ตัดสินใจ - VERB),neg
(เต็ม - ADV),neg
(สังเกต - VERB),neg
(ทัวร์ - VERB),neg
(คว้า - VERB),neg
(สุดท้าย - ADJ),neg
(สะดวกสบาย - VERB),neg
(ชัด - ADV),neg
(เก่าแก่ - VERB),neg
(ถัด - VERB),neg
(ชีวิตชีวา - VERB),neg
(กวาด - VERB),neg
(เหมาะ - ADJ),neg
(เยือน - VERB),neg
(ถัง - VERB),neg
(ใกล้ชิด - ADJ),neg
(พิเศษ - ADJ),neg
(สกปรก - ADV),neg
(คารอน - VERB),neg
(ยืน - VERB),neg
(ลอย - VERB),neg
(เพื่อนบ้าน - VERB),neg
(สัมผัส - VERB),neg
(ตรวจสอบ - VERB),neg
(จม - VERB),neg
(อุ่น - VERB),neg
(จินตนาการ - VERB),neg
(แวดล้อม - ADJ),neg
(อนุญาต - VERB),neg
(แลกเปลี่ยน - VERB),neg
(อธิบาย - VERB),neg
(ตั๋ว - VERB),neg
(ว่าย - VERB),neg
(คุย - VERB),neg
(นวด - VERB),neg
(ติดต่อ - VERB),neg
(ตกลง - VERB),neg
(ชั่ว - ADJ),neg
(ค้นหา - VERB),neg
(ถนนบางลา - ADJ),neg
(งาม - VERB),neg
(ครอบครอง - VERB),neg
(วาง - VERB),neg
(พูดคุย - VERB),neg
(เงียบ - ADV),neg
(ท่องเที่ยว - ADV),neg
(เศษ - ADJ),neg
(พลุ - VERB),neg
(จ่าย - VERB),neg
(ห้าม - VERB),neg
(นั่ง - VERB),neg
(ร้าย - ADJ),neg
(ระบุ - VERB),neg
(สนใจ - VERB),neg
(วิเศษ - ADJ),neg
(กระจก - VERB),neg
(คอย - VERB),neg
(แก้ - VERB),neg
